count,date
7.0,2019-11-01 02:07:52
4.0,2019-11-01 02:08:13
4.0,2019-11-01 02:08:23
6.0,2019-11-01 02:08:34
1.0,2019-11-01 02:08:52
3.0,2019-11-01 02:08:55
1.0,2019-11-01 02:09:05
2.0,2019-11-01 02:09:16
1.0,2019-11-01 02:09:30
0.0,2019-11-01 02:09:32
1.0,2019-11-01 02:09:41
105.0,2019-11-01 02:09:52
0.0,2019-11-01 02:10:01
1.0,2019-11-01 02:10:18
7.0,2019-11-01 02:10:28
1.0,2019-11-01 02:10:49
11.0,2019-11-01 02:10:51
0.0,2019-11-01 02:10:59
5.0,2019-11-01 02:11:19
0.0,2019-11-01 02:11:29
0.0,2019-11-01 02:11:54
0.0,2019-11-01 02:12:11
2.0,2019-11-01 02:12:13
2.0,2019-11-01 02:12:29
0.0,2019-11-01 02:12:36
0.0,2019-11-01 02:12:47
11.0,2019-11-01 02:12:58
11.0,2019-11-01 02:13:07
20.0,2019-11-01 02:13:16
9.0,2019-11-01 02:13:31
0.0,2019-11-01 02:13:42
5.0,2019-11-01 02:13:55
46.0,2019-11-01 02:14:05
0.0,2019-11-01 02:14:24
0.0,2019-11-01 02:14:35
2.0,2019-11-01 02:14:46
0.0,2019-11-01 02:14:57
9.0,2019-11-01 02:15:11
1.0,2019-11-01 02:15:21
1.0,2019-11-01 02:15:41
2.0,2019-11-01 02:15:52
3.0,2019-11-01 02:16:03
19.0,2019-11-01 02:16:13
0.0,2019-11-01 02:16:23
6.0,2019-11-01 02:16:34
10.0,2019-11-01 02:16:49
3.0,2019-11-01 02:16:59
1.0,2019-11-01 02:17:21
6.0,2019-11-01 02:17:32
0.0,2019-11-01 02:17:43
2.0,2019-11-01 02:17:54
0.0,2019-11-01 02:18:07
2.0,2019-11-01 02:18:21
0.0,2019-11-01 02:18:32
4.0,2019-11-01 02:18:42
61.0,2019-11-01 02:18:52
0.0,2019-11-01 02:19:12
50.0,2019-11-01 02:19:23
3.0,2019-11-01 02:19:34
9.0,2019-11-01 02:19:43
15.0,2019-11-01 02:19:54
3.0,2019-11-01 02:20:05
3.0,2019-11-01 02:20:16
3.0,2019-11-01 02:20:27
1.0,2019-11-01 02:20:37
1.0,2019-11-01 02:20:48
3.0,2019-11-01 02:20:58
13.0,2019-11-01 02:21:09
24.0,2019-11-01 02:21:19
1.0,2019-11-01 02:21:30
1.0,2019-11-01 02:21:51
3.0,2019-11-01 02:22:12
4.0,2019-11-01 02:22:24
1.0,2019-11-01 02:22:34
5.0,2019-11-01 02:22:44
1.0,2019-11-01 02:23:02
5.0,2019-11-01 02:23:13
2.0,2019-11-01 02:23:24
5.0,2019-11-01 02:23:35
5.0,2019-11-01 02:23:45
1.0,2019-11-01 02:23:58
2.0,2019-11-01 02:24:09
2.0,2019-11-01 02:24:19
1.0,2019-11-01 02:24:40
3.0,2019-11-01 02:25:00
2.0,2019-11-01 02:25:10
1.0,2019-11-01 02:25:27
3.0,2019-11-01 02:25:38
3.0,2019-11-01 02:25:46
0.0,2019-11-01 02:25:56
0.0,2019-11-01 02:26:27
3.0,2019-11-01 02:26:37
23.0,2019-11-01 02:26:48
67.0,2019-11-01 02:26:58
6.0,2019-11-01 02:27:20
0.0,2019-11-01 02:27:22
0.0,2019-11-01 02:27:32
0.0,2019-11-01 02:27:44
0.0,2019-11-01 02:27:53
5.0,2019-11-01 02:28:06
4.0,2019-11-01 02:28:16
8.0,2019-11-01 02:28:26
2.0,2019-11-01 02:28:41
6.0,2019-11-01 02:28:51
7.0,2019-11-01 02:29:01
3.0,2019-11-01 02:29:11
0.0,2019-11-01 02:29:27
1.0,2019-11-01 02:29:38
5.0,2019-11-01 02:29:53
0.0,2019-11-01 02:30:04
1.0,2019-11-01 02:30:29
0.0,2019-11-01 02:30:53
0.0,2019-11-01 02:31:08
4.0,2019-11-01 02:31:14
4.0,2019-11-01 02:31:23
0.0,2019-11-01 02:31:34
1.0,2019-11-01 02:31:45
5.0,2019-11-01 02:31:56
6.0,2019-11-01 02:32:09
2.0,2019-11-01 02:32:33
4.0,2019-11-01 02:32:43
1.0,2019-11-01 02:33:01
3.0,2019-11-01 02:33:12
2.0,2019-11-01 02:33:23
0.0,2019-11-01 02:33:34
5.0,2019-11-01 02:33:45
10.0,2019-11-01 02:33:55
1.0,2019-11-01 02:34:12
6.0,2019-11-01 02:34:23
2.0,2019-11-01 02:34:34
1.0,2019-11-01 02:34:47
11.0,2019-11-01 02:34:56
0.0,2019-11-01 02:35:07
3.0,2019-11-01 02:35:18
7.0,2019-11-01 02:35:22
3.0,2019-11-01 02:35:34
3.0,2019-11-01 02:35:42
1.0,2019-11-01 02:35:53
5.0,2019-11-01 02:36:01
0.0,2019-11-01 02:36:12
2.0,2019-11-01 02:36:21
1.0,2019-11-01 02:36:47
4.0,2019-11-01 02:36:54
2.0,2019-11-01 02:37:19
1.0,2019-11-01 02:37:39
0.0,2019-11-01 02:37:54
9.0,2019-11-01 02:38:04
2.0,2019-11-01 02:38:15
2.0,2019-11-01 02:38:25
0.0,2019-11-01 02:38:47
1.0,2019-11-01 02:38:58
3.0,2019-11-01 02:39:19
3.0,2019-11-01 02:39:40
42.0,2019-11-01 02:39:44
1.0,2019-11-01 02:39:55
1.0,2019-11-01 02:40:04
1.0,2019-11-01 02:40:13
6.0,2019-11-01 02:40:23
3.0,2019-11-01 02:40:34
11.0,2019-11-01 02:40:46
7.0,2019-11-01 02:40:56
8.0,2019-11-01 02:41:01
2.0,2019-11-01 02:41:13
1.0,2019-11-01 02:41:22
72.0,2019-11-01 02:41:31
1.0,2019-11-01 02:41:46
2.0,2019-11-01 02:41:57
2.0,2019-11-01 02:42:08
0.0,2019-11-01 02:42:19
0.0,2019-11-01 02:42:29
10.0,2019-11-01 02:42:33
2.0,2019-11-01 02:42:42
1.0,2019-11-01 02:42:53
2.0,2019-11-01 02:43:03
0.0,2019-11-01 02:43:11
0.0,2019-11-01 02:43:22
0.0,2019-11-01 02:43:33
0.0,2019-11-01 02:43:46
0.0,2019-11-01 02:43:55
7.0,2019-11-01 02:44:06
0.0,2019-11-01 02:44:35
5.0,2019-11-01 02:44:40
0.0,2019-11-01 02:45:07
11.0,2019-11-01 02:45:18
1.0,2019-11-01 02:45:28
0.0,2019-11-01 02:45:41
5.0,2019-11-01 02:45:51
2.0,2019-11-01 02:46:15
1.0,2019-11-01 02:46:27
17.0,2019-11-01 02:46:32
4.0,2019-11-01 02:46:43
6.0,2019-11-01 02:46:57
16.0,2019-11-01 02:47:09
2.0,2019-11-01 02:47:18
40.0,2019-11-01 02:47:28
0.0,2019-11-01 02:47:39
31.0,2019-11-01 02:47:46
6.0,2019-11-01 02:47:50
1.0,2019-11-01 02:48:11
3.0,2019-11-01 02:48:21
6.0,2019-11-01 02:48:32
2.0,2019-11-01 02:48:43
0.0,2019-11-01 02:48:56
0.0,2019-11-01 02:49:10
0.0,2019-11-01 02:49:23
2.0,2019-11-01 02:49:34
4.0,2019-11-01 02:49:50
2.0,2019-11-01 02:50:11
5.0,2019-11-01 02:50:19
2.0,2019-11-01 02:50:29
3.0,2019-11-01 02:50:40
4.0,2019-11-01 02:50:51
10.0,2019-11-01 02:51:02
1.0,2019-11-01 02:51:13
2.0,2019-11-01 02:51:28
3.0,2019-11-01 02:51:37
5.0,2019-11-01 02:51:43
1.0,2019-11-01 02:51:52
11.0,2019-11-01 02:52:00
4.0,2019-11-01 02:52:11
1.0,2019-11-01 02:52:22
1.0,2019-11-01 02:52:43
2.0,2019-11-01 02:53:02
1.0,2019-11-01 02:53:17
2.0,2019-11-01 02:53:37
15.0,2019-11-01 02:53:47
2.0,2019-11-01 02:53:58
0.0,2019-11-01 02:54:18
5.0,2019-11-01 02:54:29
3.0,2019-11-01 02:54:39
0.0,2019-11-01 02:55:00
1.0,2019-11-01 02:55:20
2.0,2019-11-01 02:55:30
0.0,2019-11-01 02:55:52
0.0,2019-11-01 02:56:05
5.0,2019-11-01 02:56:14
7.0,2019-11-01 02:56:24
8.0,2019-11-01 02:56:38
6.0,2019-11-01 02:56:47
0.0,2019-11-01 02:56:55
11.0,2019-11-01 02:57:04
4.0,2019-11-01 02:57:18
0.0,2019-11-01 02:57:29
1.0,2019-11-01 02:57:40
0.0,2019-11-01 02:57:49
12.0,2019-11-01 02:58:00
5.0,2019-11-01 02:58:11
3.0,2019-11-01 02:58:22
6.0,2019-11-01 02:58:33
2.0,2019-11-01 02:58:43
3.0,2019-11-01 02:58:53
2.0,2019-11-01 02:59:03
0.0,2019-11-01 02:59:14
0.0,2019-11-01 02:59:23
14.0,2019-11-01 02:59:34
0.0,2019-11-01 02:59:43
8.0,2019-11-01 03:00:01
0.0,2019-11-01 03:00:11
0.0,2019-11-01 03:00:21
1.0,2019-11-01 03:00:42
1.0,2019-11-01 03:00:54
0.0,2019-11-01 03:01:08
1.0,2019-11-01 03:01:17
2.0,2019-11-01 03:01:29
2.0,2019-11-01 03:01:51
3.0,2019-11-01 03:02:12
4.0,2019-11-01 03:02:27
6.0,2019-11-01 03:02:38
0.0,2019-11-01 03:03:00
5.0,2019-11-01 03:03:07
1.0,2019-11-01 03:03:17
4.0,2019-11-01 03:03:29
14.0,2019-11-01 03:03:38
7.0,2019-11-01 03:03:49
4.0,2019-11-01 03:04:11
0.0,2019-11-01 03:04:34
200.0,2019-11-01 03:04:39
9.0,2019-11-01 03:04:48
3.0,2019-11-01 03:04:59
5.0,2019-11-01 03:05:07
7.0,2019-11-01 03:05:17
2.0,2019-11-01 03:05:27
0.0,2019-11-01 03:05:38
1.0,2019-11-01 03:05:50
28.0,2019-11-01 03:05:51
3.0,2019-11-01 03:06:01
0.0,2019-11-01 03:06:21
15.0,2019-11-01 03:06:23
4.0,2019-11-01 03:06:32
0.0,2019-11-01 03:06:42
2.0,2019-11-01 03:06:52
2.0,2019-11-01 03:07:03
0.0,2019-11-01 03:07:18
2.0,2019-11-01 03:07:38
15.0,2019-11-01 03:07:49
2.0,2019-11-01 03:08:00
19.0,2019-11-01 03:08:11
6.0,2019-11-01 03:08:33
4.0,2019-11-01 03:08:48
10.0,2019-11-01 03:08:59
5.0,2019-11-01 03:09:03
2.0,2019-11-01 03:09:14
0.0,2019-11-01 03:09:24
1.0,2019-11-01 03:09:34
1.0,2019-11-01 03:09:55
5.0,2019-11-01 03:10:04
4.0,2019-11-01 03:10:15
1.0,2019-11-01 03:10:20
11.0,2019-11-01 03:10:40
0.0,2019-11-01 03:10:51
9.0,2019-11-01 03:11:04
3.0,2019-11-01 03:11:13
18.0,2019-11-01 03:11:22
0.0,2019-11-01 03:11:44
6.0,2019-11-01 03:11:52
0.0,2019-11-01 03:12:20
0.0,2019-11-01 03:12:31
7.0,2019-11-01 03:12:48
0.0,2019-11-01 03:13:07
0.0,2019-11-01 03:13:17
13.0,2019-11-01 03:13:26
2.0,2019-11-01 03:13:38
15.0,2019-11-01 03:13:41
2.0,2019-11-01 03:13:50
0.0,2019-11-01 03:14:19
16.0,2019-11-01 03:14:24
1.0,2019-11-01 03:14:34
0.0,2019-11-01 03:14:45
2.0,2019-11-01 03:14:56
2.0,2019-11-01 03:15:07
5.0,2019-11-01 03:15:17
6.0,2019-11-01 03:15:29
8.0,2019-11-01 03:15:39
2.0,2019-11-01 03:16:01
2.0,2019-11-01 03:16:12
1.0,2019-11-01 03:16:23
2.0,2019-11-01 03:16:35
0.0,2019-11-01 03:16:55
0.0,2019-11-01 03:17:15
4.0,2019-11-01 03:17:26
0.0,2019-11-01 03:17:36
3.0,2019-11-01 03:17:45
2.0,2019-11-01 03:17:56
2.0,2019-11-01 03:18:18
6.0,2019-11-01 03:18:29
6.0,2019-11-01 03:18:38
1.0,2019-11-01 03:18:56
0.0,2019-11-01 03:19:19
2.0,2019-11-01 03:19:29
0.0,2019-11-01 03:19:48
14.0,2019-11-01 03:19:58
17.0,2019-11-01 03:20:00
32.0,2019-11-01 03:20:09
1.0,2019-11-01 03:20:29
9.0,2019-11-01 03:20:39
1.0,2019-11-01 03:20:50
0.0,2019-11-01 03:20:59
2.0,2019-11-01 03:21:10
9.0,2019-11-01 03:21:16
0.0,2019-11-01 03:21:26
3.0,2019-11-01 03:21:37
0.0,2019-11-01 03:21:48
4.0,2019-11-01 03:21:56
2.0,2019-11-01 03:22:05
12.0,2019-11-01 03:22:16
0.0,2019-11-01 03:22:26
0.0,2019-11-01 03:22:47
1.0,2019-11-01 03:22:58
26.0,2019-11-01 03:23:09
0.0,2019-11-01 03:23:17
7.0,2019-11-01 03:23:28
9.0,2019-11-01 03:23:39
0.0,2019-11-01 03:23:50
0.0,2019-11-01 03:24:01
0.0,2019-11-01 03:24:17
0.0,2019-11-01 03:24:27
0.0,2019-11-01 03:24:37
0.0,2019-11-01 03:24:46
1.0,2019-11-01 03:25:04
1.0,2019-11-01 03:25:15
0.0,2019-11-01 03:25:26
0.0,2019-11-01 03:25:37
3.0,2019-11-01 03:25:47
6.0,2019-11-01 03:25:58
5.0,2019-11-01 03:26:17
2.0,2019-11-01 03:26:20
2.0,2019-11-01 03:26:33
2.0,2019-11-01 03:26:42
2.0,2019-11-01 03:26:52
0.0,2019-11-01 03:27:05
1.0,2019-11-01 03:27:14
2.0,2019-11-01 03:27:24
1.0,2019-11-01 03:27:34
1.0,2019-11-01 03:27:45
16.0,2019-11-01 03:27:56
4.0,2019-11-01 03:28:05
2.0,2019-11-01 03:28:15
0.0,2019-11-01 03:28:25
12.0,2019-11-01 03:28:37
1.0,2019-11-01 03:28:56
11.0,2019-11-01 03:29:06
1.0,2019-11-01 03:29:17
0.0,2019-11-01 03:29:27
4.0,2019-11-01 03:29:37
2.0,2019-11-01 03:29:47
0.0,2019-11-01 03:29:57
18.0,2019-11-01 03:30:08
4.0,2019-11-01 03:30:30
5.0,2019-11-01 03:30:50
2.0,2019-11-01 03:31:02
1.0,2019-11-01 03:31:32
0.0,2019-11-01 03:31:46
11.0,2019-11-01 03:31:55
12.0,2019-11-01 03:32:06
6.0,2019-11-01 03:32:16
0.0,2019-11-01 03:32:36
0.0,2019-11-01 03:32:52
1.0,2019-11-01 03:33:11
4.0,2019-11-01 03:33:27
4.0,2019-11-01 03:33:34
6.0,2019-11-01 03:33:44
11.0,2019-11-01 03:33:50
0.0,2019-11-01 03:34:02
14.0,2019-11-01 03:34:12
7.0,2019-11-01 03:34:24
2.0,2019-11-01 03:34:36
6.0,2019-11-01 03:34:40
8.0,2019-11-01 03:34:55
4.0,2019-11-01 03:35:01
0.0,2019-11-01 03:35:12
10.0,2019-11-01 03:35:21
0.0,2019-11-01 03:35:33
0.0,2019-11-01 03:35:50
3.0,2019-11-01 03:35:55
13.0,2019-11-01 03:35:58
5.0,2019-11-01 03:36:12
3.0,2019-11-01 03:36:20
0.0,2019-11-01 03:36:32
10.0,2019-11-01 03:36:39
3.0,2019-11-01 03:36:48
2.0,2019-11-01 03:36:59
8.0,2019-11-01 03:37:10
20.0,2019-11-01 03:37:22
1.0,2019-11-01 03:37:41
4.0,2019-11-01 03:37:55
3.0,2019-11-01 03:38:03
8.0,2019-11-01 03:38:09
5.0,2019-11-01 03:38:22
0.0,2019-11-01 03:38:36
1.0,2019-11-01 03:38:42
18.0,2019-11-01 03:38:52
0.0,2019-11-01 03:39:07
16.0,2019-11-01 03:39:12
0.0,2019-11-01 03:39:19
6.0,2019-11-01 03:39:30
0.0,2019-11-01 03:39:44
4.0,2019-11-01 03:39:54
3.0,2019-11-01 03:40:02
3.0,2019-11-01 03:40:10
1.0,2019-11-01 03:40:19
2.0,2019-11-01 03:40:31
4.0,2019-11-01 03:40:40
4.0,2019-11-01 03:40:52
4.0,2019-11-01 03:40:59
72.0,2019-11-01 03:41:09
0.0,2019-11-01 03:41:21
15.0,2019-11-01 03:41:32
0.0,2019-11-01 03:41:45
7.0,2019-11-01 03:41:50
6.0,2019-11-01 03:41:59
9.0,2019-11-01 03:42:15
0.0,2019-11-01 03:42:26
1.0,2019-11-01 03:42:32
0.0,2019-11-01 03:42:41
0.0,2019-11-01 03:42:55
1.0,2019-11-01 03:43:01
5.0,2019-11-01 03:43:19
0.0,2019-11-01 03:43:39
1.0,2019-11-01 03:43:50
2.0,2019-11-01 03:44:12
0.0,2019-11-01 03:44:26
2.0,2019-11-01 03:44:35
0.0,2019-11-01 03:44:45
1.0,2019-11-01 03:44:56
0.0,2019-11-01 03:45:07
0.0,2019-11-01 03:45:17
11.0,2019-11-01 03:45:27
0.0,2019-11-01 03:45:38
10.0,2019-11-01 03:45:40
4.0,2019-11-01 03:46:00
111.0,2019-11-01 03:46:10
4.0,2019-11-01 03:46:21
12.0,2019-11-01 03:46:30
2.0,2019-11-01 03:46:40
1.0,2019-11-01 03:47:03
1.0,2019-11-01 03:47:12
0.0,2019-11-01 03:47:49
3.0,2019-11-01 03:48:00
2.0,2019-11-01 03:48:13
0.0,2019-11-01 03:48:31
0.0,2019-11-01 03:48:42
2.0,2019-11-01 03:48:53
5.0,2019-11-01 03:49:03
0.0,2019-11-01 03:49:14
8.0,2019-11-01 03:49:25
2.0,2019-11-01 03:49:36
1.0,2019-11-01 03:49:44
1.0,2019-11-01 03:50:02
2.0,2019-11-01 03:50:12
0.0,2019-11-01 03:50:27
1.0,2019-11-01 03:50:49
2.0,2019-11-01 03:50:59
2.0,2019-11-01 03:51:09
3.0,2019-11-01 03:51:19
1.0,2019-11-01 03:51:31
12.0,2019-11-01 03:51:40
3.0,2019-11-01 03:51:51
1.0,2019-11-01 03:52:02
2.0,2019-11-01 03:52:13
1.0,2019-11-01 03:52:33
6.0,2019-11-01 03:52:42
0.0,2019-11-01 03:52:52
4.0,2019-11-01 03:53:10
0.0,2019-11-01 03:53:21
2.0,2019-11-01 03:53:37
12.0,2019-11-01 03:53:46
6.0,2019-11-01 03:53:57
2.0,2019-11-01 03:54:08
0.0,2019-11-01 03:54:18
2.0,2019-11-01 03:54:28
3.0,2019-11-01 03:54:39
2.0,2019-11-01 03:54:50
0.0,2019-11-01 03:55:04
6.0,2019-11-01 03:55:14
0.0,2019-11-01 03:55:24
1.0,2019-11-01 03:55:44
0.0,2019-11-01 03:55:55
2.0,2019-11-01 03:56:07
1.0,2019-11-01 03:56:29
5.0,2019-11-01 03:56:40
1.0,2019-11-01 03:57:00
0.0,2019-11-01 03:57:15
1.0,2019-11-01 03:57:24
0.0,2019-11-01 03:57:35
2.0,2019-11-01 03:57:46
0.0,2019-11-01 03:58:08
9.0,2019-11-01 03:58:19
1.0,2019-11-01 03:58:26
0.0,2019-11-01 03:58:41
21.0,2019-11-01 03:58:51
15.0,2019-11-01 03:58:58
10.0,2019-11-01 03:59:00
1.0,2019-11-01 03:59:10
4.0,2019-11-01 03:59:21
1.0,2019-11-01 03:59:32
1.0,2019-11-01 03:59:43
1.0,2019-11-01 03:59:52
3.0,2019-11-01 04:00:10
2.0,2019-11-01 04:00:17
3.0,2019-11-01 04:00:33
4.0,2019-11-01 04:00:44
1.0,2019-11-01 04:01:06
0.0,2019-11-01 04:01:17
2.0,2019-11-01 04:01:27
10.0,2019-11-01 04:01:38
6.0,2019-11-01 04:01:49
4.0,2019-11-01 04:02:00
2.0,2019-11-01 04:02:22
2.0,2019-11-01 04:02:33
3.0,2019-11-01 04:02:42
3.0,2019-11-01 04:02:53
2.0,2019-11-01 04:03:04
5.0,2019-11-01 04:03:15
0.0,2019-11-01 04:03:26
3.0,2019-11-01 04:03:34
1.0,2019-11-01 04:03:41
4.0,2019-11-01 04:04:01
5.0,2019-11-01 04:04:10
7.0,2019-11-01 04:04:27
0.0,2019-11-01 04:04:37
1.0,2019-11-01 04:04:48
5.0,2019-11-01 04:04:59
2.0,2019-11-01 04:05:09
3.0,2019-11-01 04:05:19
2.0,2019-11-01 04:05:29
23.0,2019-11-01 04:05:40
6.0,2019-11-01 04:05:51
0.0,2019-11-01 04:06:02
2.0,2019-11-01 04:06:14
2.0,2019-11-01 04:06:23
2.0,2019-11-01 04:06:34
1.0,2019-11-01 04:06:50
0.0,2019-11-01 04:07:00
4.0,2019-11-01 04:07:20
2.0,2019-11-01 04:07:31
5.0,2019-11-01 04:07:47
1.0,2019-11-01 04:08:04
1.0,2019-11-01 04:08:14
0.0,2019-11-01 04:08:25
2.0,2019-11-01 04:08:35
2.0,2019-11-01 04:08:42
1.0,2019-11-01 04:08:57
4.0,2019-11-01 04:09:07
1.0,2019-11-01 04:09:18
0.0,2019-11-01 04:09:39
5.0,2019-11-01 04:09:49
5.0,2019-11-01 04:10:00
1.0,2019-11-01 04:10:22
1.0,2019-11-01 04:10:33
6.0,2019-11-01 04:10:42
2.0,2019-11-01 04:10:53
0.0,2019-11-01 04:11:03
1.0,2019-11-01 04:11:13
3.0,2019-11-01 04:11:26
1.0,2019-11-01 04:11:47
2.0,2019-11-01 04:11:57
0.0,2019-11-01 04:12:07
0.0,2019-11-01 04:12:17
1.0,2019-11-01 04:12:27
5.0,2019-11-01 04:12:38
6.0,2019-11-01 04:12:48
3.0,2019-11-01 04:12:58
0.0,2019-11-01 04:13:06
0.0,2019-11-01 04:13:17
1.0,2019-11-01 04:13:27
1.0,2019-11-01 04:13:38
7.0,2019-11-01 04:13:49
1.0,2019-11-01 04:14:11
0.0,2019-11-01 04:14:22
0.0,2019-11-01 04:14:34
2.0,2019-11-01 04:14:41
1.0,2019-11-01 04:14:52
0.0,2019-11-01 04:15:03
0.0,2019-11-01 04:15:24
16.0,2019-11-01 04:15:35
2.0,2019-11-01 04:15:45
4.0,2019-11-01 04:15:56
8.0,2019-11-01 04:16:07
4.0,2019-11-01 04:16:18
12.0,2019-11-01 04:16:20
2.0,2019-11-01 04:16:29
1.0,2019-11-01 04:16:49
0.0,2019-11-01 04:17:00
2.0,2019-11-01 04:17:10
0.0,2019-11-01 04:17:25
20.0,2019-11-01 04:17:35
7.0,2019-11-01 04:17:46
2.0,2019-11-01 04:17:57
1.0,2019-11-01 04:18:08
4.0,2019-11-01 04:18:19
0.0,2019-11-01 04:18:32
2.0,2019-11-01 04:18:52
0.0,2019-11-01 04:19:10
0.0,2019-11-01 04:19:28
2.0,2019-11-01 04:19:50
1.0,2019-11-01 04:20:01
1.0,2019-11-01 04:20:38
12.0,2019-11-01 04:20:48
0.0,2019-11-01 04:21:10
0.0,2019-11-01 04:21:17
18.0,2019-11-01 04:21:27
0.0,2019-11-01 04:21:38
3.0,2019-11-01 04:21:49
1.0,2019-11-01 04:22:02
1.0,2019-11-01 04:22:11
3.0,2019-11-01 04:22:21
